venta_id,fecha,cliente_id,producto_id,region,ciudad,segmento,categoria,subcategoria,cantidad,precio_unitario_cop,descuento_pct,subtotal_cop,costo_unitario_est_cop,margen_total_cop,tipo_venta,ejecutivo
1441,2022-11-12,12,133,Caribe,Sincelejo,Comercializadora Local,Materiales de Construcción,Adhesivos,11,1519205,0.1,16711255,841869,7450696,Crédito 60 días,Ejecutivo 13
1442,2024-04-25,127,96,Pacífico,Buenaventura,Taller Automotriz,Repuestos Automotrices,Bujías,3,203040,0.1,609120,115691,262047,Crédito 60 días,Ejecutivo 4
1443,2024-06-20,124,142,Llanos,Yopal,Contratista Eléctrico,Materiales de Construcción,Tuberías,6,568842,0.0,3413052,432191,819906,Crédito 60 días,Ejecutivo 3
1444,2023-03-08,12,155,Caribe,Sincelejo,Comercializadora Local,Materiales de Construcción,Impermeabilizantes,17,1016416,0.2,17279072,881170,2299182,Crédito 30 días,Ejecutivo 14
1445,2023-12-08,186,69,Pacífico,Pasto,Taller Automotriz,Repuestos Automotrices,Filtros,17,899812,0.1,15296804,544958,6032518,Contado,Ejecutivo 5
1446,2022-08-26,164,138,Llanos,Arauca,Comercializadora Local,Materiales de Construcción,Tuberías,1,866887,0.05,866887,562611,304276,Contado,Ejecutivo 8
1447,2024-03-27,200,136,Llanos,Yopal,Cadena de Ferreterías,Materiales de Construcción,Adhesivos,21,1519572,0.05,31911012,824044,14606088,Crédito 30 días,Ejecutivo 8
1448,2024-12-26,183,12,Pacífico,Popayán,Cadena de Ferreterías,Herramientas Industriales,Llaves,23,405923,0.2,9336229,325536,1848901,Contado,Ejecutivo 11
1449,2024-03-09,110,89,Santanderes,Cúcuta,Comercializadora Local,Repuestos Automotrices,Bujías,31,1106453,0.05,34300043,709524,12304799,Crédito 30 días,Ejecutivo 3
1450,2024-12-22,76,5,Pacífico,Pasto,Contratista Eléctrico,Herramientas Industriales,Taladros,34,1096871,0.05,37293614,604378,16744762,Crédito 60 días,Ejecutivo 1
1451,2023-08-15,168,125,Santanderes,Barrancabermeja,Comercializadora Local,Tecnología y Seguridad,Control de acceso,1,1829632,0.05,1829632,1057010,772622,Crédito 90 días,Ejecutivo 8
1452,2024-02-22,46,43,Santanderes,Bucaramanga,Taller Automotriz,Equipos Eléctricos,Breakers,7,449299,0.15,3145093,313564,950145,Crédito 30 días,Ejecutivo 9
1453,2022-03-26,98,21,Santanderes,Cúcuta,Cadena de Ferreterías,Herramientas Industriales,Sierras,35,231636,0.05,8107260,142381,3123925,Contado,Ejecutivo 9
1454,2023-12-26,150,72,Santanderes,Barrancabermeja,Contratista Eléctrico,Repuestos Automotrices,Filtros,12,817097,0.0,9805164,516250,3610164,Crédito 90 días,Ejecutivo 7
1455,2023-07-13,72,28,Eje Cafetero,Pereira,Constructora,Herramientas Industriales,Compresores,36,1239377,0.0,44617572,617465,22388832,Contado,Ejecutivo 5
1456,2022-07-21,43,97,Pacífico,Buenaventura,Contratista Eléctrico,Tecnología y Seguridad,Cámaras,2,1496949,0.1,2993898,973520,1046858,Contado,Ejecutivo 10
1457,2024-03-12,13,87,Santanderes,Cúcuta,Empresa Industrial,Repuestos Automotrices,Lubricantes,33,772646,0.05,25497318,500761,8972205,Crédito 30 días,Ejecutivo 11
1458,2023-05-11,178,125,Caribe,Sincelejo,Contratista Eléctrico,Tecnología y Seguridad,Control de acceso,20,1925929,0.0,38518580,921690,20084780,Crédito 60 días,Ejecutivo 10
1459,2023-02-04,35,124,Llanos,Villavicencio,Empresa Industrial,Tecnología y Seguridad,Control de acceso,2,867332,0.05,1734664,488604,757456,Crédito 30 días,Ejecutivo 11
1460,2023-01-04,90,6,Eje Cafetero,Armenia,Cadena de Ferreterías,Herramientas Industriales,Taladros,6,75141,0.1,450846,43271,191220,Contado,Ejecutivo 1
1461,2022-01-18,117,111,Eje Cafetero,Armenia,Taller Automotriz,Tecnología y Seguridad,DVR,13,1015420,0.15,13200460,636169,4930263,Crédito 60 días,Ejecutivo 1
1462,2024-04-22,192,84,Caribe,Cartagena,Taller Automotriz,Repuestos Automotrices,Lubricantes,7,511759,0.0,3582313,360305,1060178,Contado,Ejecutivo 2
1463,2024-07-02,220,147,Santanderes,Cúcuta,Comercializadora Local,Materiales de Construcción,Aislantes,27,1296679,0.05,35010333,845917,12170574,Crédito 30 días,Ejecutivo 12
1464,2023-08-04,153,73,Caribe,Valledupar,Constructora,Repuestos Automotrices,Frenos,2,362565,0.15,725130,334842,55446,Contado,Ejecutivo 1
1465,2022-02-18,102,118,Santanderes,Bucaramanga,Contratista Eléctrico,Tecnología y Seguridad,Sensores,4,342308,0.15,1369232,205347,547844,Crédito 30 días,Ejecutivo 1
1466,2023-03-21,153,76,Caribe,Valledupar,Constructora,Repuestos Automotrices,Frenos,22,1426789,0.0,31389358,954873,10382152,Crédito 90 días,Ejecutivo 11
1467,2022-09-07,108,109,Eje Cafetero,Armenia,Taller Automotriz,Tecnología y Seguridad,DVR,25,651511,0.0,16287775,365081,7160750,Crédito 60 días,Ejecutivo 2
1468,2022-06-26,94,3,Caribe,Cartagena,Taller Automotriz,Herramientas Industriales,Taladros,13,221772,0.15,2883036,186549,457899,Crédito 60 días,Ejecutivo 3
1469,2024-02-09,114,100,Caribe,Valledupar,Empresa Industrial,Tecnología y Seguridad,Cámaras,21,1557555,0.1,32708655,864129,14561946,Crédito 30 días,Ejecutivo 15
1470,2023-01-14,220,54,Santanderes,Cúcuta,Comercializadora Local,Equipos Eléctricos,Cables,15,692153,0.15,10382295,421710,4056645,Crédito 60 días,Ejecutivo 12
1471,2023-01-13,180,83,Caribe,Valledupar,Empresa Industrial,Repuestos Automotrices,Lubricantes,34,183005,0.15,6222170,116863,2248828,Contado,Ejecutivo 8
1472,2022-06-05,147,31,Llanos,Yopal,Constructora,Herramientas Industriales,Compresores,31,573696,0.1,17784576,441449,4099657,Crédito 30 días,Ejecutivo 15
1473,2023-07-21,121,128,Llanos,Villavicencio,Constructora,Tecnología y Seguridad,Control de acceso,27,283143,0.15,7644861,189681,2523474,Crédito 60 días,Ejecutivo 12
1474,2023-10-25,58,101,Caribe,Sincelejo,Taller Automotriz,Tecnología y Seguridad,Cámaras,29,899760,0.05,26093040,627599,7892669,Contado,Ejecutivo 13
1475,2022-06-01,207,50,Pacífico,Buenaventura,Taller Automotriz,Equipos Eléctricos,Cables,12,66280,0.0,795360,44047,266796,Contado,Ejecutivo 1
1476,2024-02-23,137,134,Santanderes,Cúcuta,Cadena de Ferreterías,Materiales de Construcción,Adhesivos,39,1263540,0.05,49278060,763586,19498206,Crédito 30 días,Ejecutivo 1
1477,2023-06-13,200,154,Llanos,Yopal,Cadena de Ferreterías,Materiales de Construcción,Impermeabilizantes,39,855247,0.0,33354633,502832,13744185,Crédito 90 días,Ejecutivo 5
1478,2022-12-31,62,82,Caribe,Barranquilla,Constructora,Repuestos Automotrices,Lubricantes,28,966890,0.15,27072920,630609,9415868,Crédito 30 días,Ejecutivo 8
1479,2023-02-15,70,113,Pacífico,Buenaventura,Constructora,Tecnología y Seguridad,Sensores,35,439633,0.0,15387155,309861,4542020,Crédito 30 días,Ejecutivo 3
1480,2024-10-04,16,94,Pacífico,Popayán,Contratista Eléctrico,Repuestos Automotrices,Bujías,16,1468259,0.0,23492144,812258,10496016,Contado,Ejecutivo 9
1481,2024-06-02,207,11,Pacífico,Buenaventura,Taller Automotriz,Herramientas Industriales,Llaves,19,881543,0.05,16749317,594395,5455812,Contado,Ejecutivo 11
1482,2022-08-06,179,124,Pacífico,Buenaventura,Contratista Eléctrico,Tecnología y Seguridad,Control de acceso,31,730385,0.2,22641935,471471,8026334,Crédito 90 días,Ejecutivo 12
1483,2023-06-15,73,157,Eje Cafetero,Pereira,Constructora,Materiales de Construcción,Impermeabilizantes,10,83691,0.1,836910,49129,345620,Contado,Ejecutivo 2
1484,2022-05-25,101,77,Pacífico,Cali,Contratista Eléctrico,Repuestos Automotrices,Frenos,29,268187,0.05,7777423,155508,3267691,Crédito 30 días,Ejecutivo 5
1485,2024-07-02,136,54,Llanos,Yopal,Contratista Eléctrico,Equipos Eléctricos,Cables,19,814298,0.0,15471662,402911,7816353,Contado,Ejecutivo 8
1486,2022-11-01,141,93,Santanderes,Bucaramanga,Comercializadora Local,Repuestos Automotrices,Bujías,11,482552,0.05,5308072,288931,2129831,Crédito 30 días,Ejecutivo 1
1487,2022-03-19,145,7,Eje Cafetero,Manizales,Contratista Eléctrico,Herramientas Industriales,Taladros,26,1035480,0.2,26922480,880697,4024358,Crédito 30 días,Ejecutivo 5
1488,2022-11-07,186,96,Pacífico,Pasto,Taller Automotriz,Repuestos Automotrices,Bujías,20,191760,0.15,3835200,116708,1501040,Crédito 60 días,Ejecutivo 15
1489,2024-03-12,50,43,Llanos,Villavicencio,Cadena de Ferreterías,Equipos Eléctricos,Breakers,35,422870,0.2,14800450,354138,2405620,Crédito 30 días,Ejecutivo 9
1490,2024-10-01,166,68,Eje Cafetero,Pereira,Comercializadora Local,Repuestos Automotrices,Filtros,17,1535237,0.0,26099029,908959,10646726,Crédito 30 días,Ejecutivo 7
1491,2022-05-24,11,43,Pacífico,Pasto,Empresa Industrial,Equipos Eléctricos,Breakers,12,528588,0.0,6343056,349621,2147604,Crédito 30 días,Ejecutivo 1
1492,2024-02-27,104,153,Santanderes,Cúcuta,Constructora,Materiales de Construcción,Impermeabilizantes,20,1371519,0.1,27430380,769611,12038160,Crédito 90 días,Ejecutivo 14
1493,2024-09-14,184,31,Eje Cafetero,Pereira,Comercializadora Local,Herramientas Industriales,Compresores,14,509952,0.2,7139328,398123,1565606,Contado,Ejecutivo 9
1494,2024-01-06,183,73,Pacífico,Popayán,Cadena de Ferreterías,Repuestos Automotrices,Frenos,20,405220,0.05,8104400,306355,1977300,Contado,Ejecutivo 5
1495,2024-03-31,139,49,Llanos,Villavicencio,Taller Automotriz,Equipos Eléctricos,Cables,4,859267,0.05,3437068,597778,1045956,Contado,Ejecutivo 11
1496,2022-07-05,166,1,Eje Cafetero,Pereira,Comercializadora Local,Herramientas Industriales,Taladros,19,719487,0.1,13670253,397121,6124954,Crédito 30 días,Ejecutivo 14
1497,2023-11-28,59,30,Pacífico,Pasto,Cadena de Ferreterías,Herramientas Industriales,Compresores,11,104695,0.0,1151645,63016,458469,Contado,Ejecutivo 8
1498,2023-08-17,39,160,Caribe,Valledupar,Comercializadora Local,Materiales de Construcción,Impermeabilizantes,22,259357,0.05,5705854,185171,1632092,Crédito 30 días,Ejecutivo 3
1499,2022-03-22,112,144,Caribe,Sincelejo,Constructora,Materiales de Construcción,Tuberías,22,805321,0.05,17717062,466091,7463060,Crédito 90 días,Ejecutivo 11
1500,2023-01-27,136,21,Llanos,Yopal,Contratista Eléctrico,Herramientas Industriales,Sierras,18,243828,0.0,4388904,139372,1880208,Contado,Ejecutivo 7
1501,2022-08-07,110,139,Santanderes,Cúcuta,Comercializadora Local,Materiales de Construcción,Tuberías,38,1488283,0.0,56554754,868236,23561786,Crédito 30 días,Ejecutivo 6
1502,2024-09-23,212,52,Llanos,Arauca,Constructora,Equipos Eléctricos,Cables,33,460886,0.2,15209238,357665,3406293,Contado,Ejecutivo 11
1503,2024-06-15,2,21,Llanos,Villavicencio,Cadena de Ferreterías,Herramientas Industriales,Sierras,3,219445,0.1,658335,139495,239850,Crédito 60 días,Ejecutivo 3
1504,2022-03-15,109,58,Pacífico,Pasto,Constructora,Equipos Eléctricos,Tableros,28,1287861,0.0,36060108,679331,17038840,Contado,Ejecutivo 12
1505,2023-05-04,54,66,Caribe,Barranquilla,Cadena de Ferreterías,Repuestos Automotrices,Filtros,36,634051,0.05,22825836,470145,5900616,Crédito 30 días,Ejecutivo 2
1506,2023-09-23,13,47,Santanderes,Cúcuta,Empresa Industrial,Equipos Eléctricos,Breakers,33,1235310,0.1,40765230,794544,14545278,Crédito 30 días,Ejecutivo 14
1507,2024-07-09,107,107,Pacífico,Popayán,Comercializadora Local,Tecnología y Seguridad,DVR,34,872040,0.15,29649360,635661,8036886,Crédito 90 días,Ejecutivo 1
1508,2022-03-17,204,112,Santanderes,Cúcuta,Taller Automotriz,Tecnología y Seguridad,DVR,19,176032,0.05,3344608,111312,1229680,Contado,Ejecutivo 6
1509,2022-03-29,58,22,Caribe,Sincelejo,Taller Automotriz,Herramientas Industriales,Sierras,30,92991,0.15,2789730,59565,1002780,Crédito 30 días,Ejecutivo 4
1510,2024-12-07,20,2,Pacífico,Popayán,Cadena de Ferreterías,Herramientas Industriales,Taladros,9,1140106,0.15,10260954,720699,3774663,Crédito 30 días,Ejecutivo 11
1511,2022-11-02,178,152,Caribe,Sincelejo,Contratista Eléctrico,Materiales de Construcción,Aislantes,20,862847,0.15,17256940,591824,5420460,Crédito 60 días,Ejecutivo 4
1512,2022-05-28,133,8,Caribe,Valledupar,Contratista Eléctrico,Herramientas Industriales,Taladros,5,302925,0.0,1514625,213642,446415,Contado,Ejecutivo 3
1513,2024-09-28,31,48,Eje Cafetero,Armenia,Comercializadora Local,Equipos Eléctricos,Breakers,33,1150781,0.15,37975773,837794,10328571,Crédito 30 días,Ejecutivo 8
1514,2022-04-04,69,130,Santanderes,Bucaramanga,Taller Automotriz,Materiales de Construcción,Adhesivos,4,764511,0.1,3058044,601553,651832,Contado,Ejecutivo 11
1515,2022-09-25,197,44,Santanderes,Barrancabermeja,Empresa Industrial,Equipos Eléctricos,Breakers,26,1289171,0.05,33518446,709517,15071004,Contado,Ejecutivo 11
1516,2022-04-13,30,133,Santanderes,Bucaramanga,Cadena de Ferreterías,Materiales de Construcción,Adhesivos,12,1688006,0.0,20256072,948852,8869848,Crédito 90 días,Ejecutivo 14
1517,2022-07-19,154,84,Llanos,Villavicencio,Comercializadora Local,Repuestos Automotrices,Lubricantes,9,486171,0.05,4375539,369512,1049931,Crédito 30 días,Ejecutivo 3
1518,2022-05-11,45,112,Eje Cafetero,Armenia,Comercializadora Local,Tecnología y Seguridad,DVR,1,185297,0.0,185297,122490,62807,Crédito 60 días,Ejecutivo 2
1519,2022-08-22,217,78,Llanos,Yopal,Contratista Eléctrico,Repuestos Automotrices,Frenos,38,1315239,0.15,49979082,1016911,11336464,Crédito 30 días,Ejecutivo 13
1520,2023-03-28,174,52,Eje Cafetero,Pereira,Comercializadora Local,Equipos Eléctricos,Cables,29,547302,0.05,15871758,347742,5787240,Contado,Ejecutivo 4
1521,2024-05-22,192,146,Caribe,Cartagena,Taller Automotriz,Materiales de Construcción,Aislantes,4,60465,0.15,241860,49314,44604,Contado,Ejecutivo 14
1522,2024-04-03,118,127,Pacífico,Popayán,Cadena de Ferreterías,Tecnología y Seguridad,Control de acceso,16,1246725,0.1,19947600,898333,5574272,Contado,Ejecutivo 11
1523,2022-10-09,55,153,Caribe,Cartagena,Empresa Industrial,Materiales de Construcción,Impermeabilizantes,15,1523910,0.0,22858650,695704,12423090,Contado,Ejecutivo 13
1524,2023-03-13,149,60,Santanderes,Barrancabermeja,Comercializadora Local,Equipos Eléctricos,Tableros,39,1351840,0.15,52721760,997744,13809744,Crédito 60 días,Ejecutivo 10
1525,2022-12-22,42,50,Caribe,Barranquilla,Comercializadora Local,Equipos Eléctricos,Cables,25,62966,0.05,1574150,44718,456200,Contado,Ejecutivo 2
1526,2023-07-15,12,45,Caribe,Sincelejo,Comercializadora Local,Equipos Eléctricos,Breakers,28,1385361,0.1,38790108,904453,13465424,Contado,Ejecutivo 7
1527,2022-12-11,197,160,Santanderes,Barrancabermeja,Empresa Industrial,Materiales de Construcción,Impermeabilizantes,8,273008,0.0,2184064,179267,749928,Crédito 30 días,Ejecutivo 9
1528,2022-12-04,117,3,Eje Cafetero,Armenia,Taller Automotriz,Herramientas Industriales,Taladros,3,260909,0.0,782727,183763,231438,Crédito 30 días,Ejecutivo 15
1529,2022-03-25,131,128,Santanderes,Bucaramanga,Constructora,Tecnología y Seguridad,Control de acceso,18,299799,0.1,5396382,185146,2063754,Contado,Ejecutivo 13
1530,2024-02-10,163,47,Eje Cafetero,Manizales,Empresa Industrial,Equipos Eléctricos,Breakers,37,1235310,0.1,45706470,767955,17292135,Crédito 60 días,Ejecutivo 1
1531,2024-09-24,59,85,Pacífico,Pasto,Cadena de Ferreterías,Repuestos Automotrices,Lubricantes,37,86995,0.2,3218815,62068,922299,Contado,Ejecutivo 1
1532,2023-01-03,38,95,Santanderes,Barrancabermeja,Constructora,Repuestos Automotrices,Bujías,29,803617,0.05,23304893,600048,5903501,Crédito 90 días,Ejecutivo 12
1533,2023-08-05,146,84,Santanderes,Bucaramanga,Cadena de Ferreterías,Repuestos Automotrices,Lubricantes,12,460583,0.1,5526996,326799,1605408,Crédito 30 días,Ejecutivo 13
1534,2024-09-01,81,155,Pacífico,Popayán,Cadena de Ferreterías,Materiales de Construcción,Impermeabilizantes,32,1016416,0.2,32525312,888974,4078144,Crédito 30 días,Ejecutivo 4
1535,2022-10-21,13,98,Santanderes,Cúcuta,Empresa Industrial,Tecnología y Seguridad,Cámaras,3,579239,0.0,1737717,353638,676803,Crédito 30 días,Ejecutivo 9
1536,2024-07-11,218,157,Caribe,Sincelejo,Comercializadora Local,Materiales de Construcción,Impermeabilizantes,3,88341,0.05,265023,44135,132618,Crédito 30 días,Ejecutivo 3
1537,2022-03-19,111,134,Pacífico,Cali,Comercializadora Local,Materiales de Construcción,Adhesivos,19,1197038,0.1,22743722,704306,9361908,Crédito 30 días,Ejecutivo 12
1538,2024-10-20,218,15,Caribe,Sincelejo,Comercializadora Local,Herramientas Industriales,Llaves,23,774279,0.1,17808417,596170,4096507,Crédito 30 días,Ejecutivo 2
1539,2023-09-09,126,10,Caribe,Cartagena,Empresa Industrial,Herramientas Industriales,Llaves,33,675471,0.05,22290543,435690,7912773,Contado,Ejecutivo 1
1540,2023-04-28,57,52,Eje Cafetero,Manizales,Constructora,Equipos Eléctricos,Cables,30,576108,0.0,17283240,353281,6684810,Contado,Ejecutivo 9
1541,2022-07-15,81,123,Pacífico,Popayán,Cadena de Ferreterías,Tecnología y Seguridad,Control de acceso,31,72071,0.0,2234201,37842,1061099,Crédito 30 días,Ejecutivo 14
1542,2024-11-05,57,72,Eje Cafetero,Manizales,Constructora,Repuestos Automotrices,Filtros,1,776242,0.05,776242,546153,230089,Contado,Ejecutivo 13
1543,2023-03-03,48,73,Llanos,Arauca,Taller Automotriz,Repuestos Automotrices,Frenos,16,426548,0.0,6824768,313026,1816352,Contado,Ejecutivo 4
1544,2022-08-19,10,113,Caribe,Cartagena,Constructora,Tecnología y Seguridad,Sensores,21,351706,0.2,7385826,276073,1588293,Crédito 60 días,Ejecutivo 11
1545,2024-08-29,26,142,Caribe,Sincelejo,Empresa Industrial,Materiales de Construcción,Tuberías,30,568842,0.0,17065260,431851,4109730,Crédito 30 días,Ejecutivo 3
1546,2022-03-30,92,61,Pacífico,Pasto,Cadena de Ferreterías,Equipos Eléctricos,Tableros,32,1480210,0.1,47366720,858458,19896064,Contado,Ejecutivo 6
1547,2023-08-07,81,71,Pacífico,Popayán,Cadena de Ferreterías,Repuestos Automotrices,Filtros,13,1366416,0.1,17763408,969446,5160610,Contado,Ejecutivo 5
1548,2023-11-16,129,13,Pacífico,Pasto,Taller Automotriz,Herramientas Industriales,Llaves,2,910396,0.0,1820792,456941,906910,Crédito 30 días,Ejecutivo 15
1549,2024-07-17,72,138,Eje Cafetero,Pereira,Constructora,Materiales de Construcción,Tuberías,25,912513,0.0,22812825,539991,9313050,Contado,Ejecutivo 12
1550,2022-04-18,71,54,Caribe,Santa Marta,Empresa Industrial,Equipos Eléctricos,Cables,16,773583,0.05,12377328,418613,5679520,Crédito 90 días,Ejecutivo 3
1551,2022-11-20,140,69,Santanderes,Cúcuta,Constructora,Repuestos Automotrices,Filtros,14,999792,0.0,13997088,586739,5782742,Crédito 60 días,Ejecutivo 8
1552,2024-11-20,170,142,Santanderes,Bucaramanga,Comercializadora Local,Materiales de Construcción,Tuberías,30,483515,0.15,14505450,380154,3100830,Contado,Ejecutivo 15
1553,2023-04-27,196,140,Llanos,Arauca,Empresa Industrial,Materiales de Construcción,Tuberías,39,1385438,0.0,54032082,735167,25360569,Crédito 60 días,Ejecutivo 10
1554,2023-10-30,137,13,Santanderes,Cúcuta,Cadena de Ferreterías,Herramientas Industriales,Llaves,25,864876,0.05,21621900,467809,9926675,Crédito 30 días,Ejecutivo 12
1555,2023-10-30,47,84,Llanos,Villavicencio,Comercializadora Local,Repuestos Automotrices,Lubricantes,33,511759,0.0,16888047,376060,4478067,Contado,Ejecutivo 2
1556,2023-10-30,50,57,Llanos,Villavicencio,Cadena de Ferreterías,Equipos Eléctricos,Tableros,13,1555743,0.15,20224659,927447,8167848,Contado,Ejecutivo 4
1557,2024-04-24,95,38,Pacífico,Cali,Contratista Eléctrico,Equipos Eléctricos,Transformadores,10,1361512,0.0,13615120,799232,5622800,Crédito 60 días,Ejecutivo 7
1558,2023-03-28,199,126,Pacífico,Popayán,Contratista Eléctrico,Tecnología y Seguridad,Control de acceso,25,463645,0.1,11591125,331715,3298250,Contado,Ejecutivo 10
1559,2024-09-19,206,129,Eje Cafetero,Pereira,Taller Automotriz,Materiales de Construcción,Adhesivos,1,1503782,0.15,1503782,1036997,466785,Contado,Ejecutivo 7
1560,2022-10-24,19,134,Llanos,Yopal,Constructora,Materiales de Construcción,Adhesivos,13,1263540,0.05,16426020,728293,6958211,Contado,Ejecutivo 10
1561,2024-07-20,54,52,Caribe,Barranquilla,Cadena de Ferreterías,Equipos Eléctricos,Cables,14,576108,0.0,8065512,332334,3412836,Contado,Ejecutivo 6
1562,2022-10-07,151,111,Eje Cafetero,Armenia,Comercializadora Local,Tecnología y Seguridad,DVR,27,955689,0.2,25803603,642604,8453295,Crédito 30 días,Ejecutivo 4
1563,2024-01-05,218,68,Caribe,Sincelejo,Comercializadora Local,Repuestos Automotrices,Filtros,38,1381713,0.1,52505094,926136,17311926,Crédito 90 días,Ejecutivo 4
1564,2023-11-19,104,142,Santanderes,Cúcuta,Constructora,Materiales de Construcción,Tuberías,27,568842,0.0,15358734,407947,4344165,Contado,Ejecutivo 12
1565,2022-05-03,109,84,Pacífico,Pasto,Constructora,Repuestos Automotrices,Lubricantes,9,511759,0.0,4605831,360381,1362402,Contado,Ejecutivo 2
1566,2024-08-11,171,124,Caribe,Valledupar,Empresa Industrial,Tecnología y Seguridad,Control de acceso,21,912982,0.0,19172622,460794,9495948,Crédito 30 días,Ejecutivo 3
1567,2023-12-05,70,92,Pacífico,Buenaventura,Constructora,Repuestos Automotrices,Bujías,7,1865494,0.0,13058458,947992,6422514,Contado,Ejecutivo 5
1568,2022-11-18,54,105,Caribe,Barranquilla,Cadena de Ferreterías,Tecnología y Seguridad,DVR,29,32090,0.15,930610,26488,162458,Crédito 60 días,Ejecutivo 11
1569,2022-12-15,149,112,Santanderes,Barrancabermeja,Comercializadora Local,Tecnología y Seguridad,DVR,38,185297,0.0,7041286,111908,2788782,Crédito 30 días,Ejecutivo 9
1570,2023-04-16,212,1,Llanos,Arauca,Constructora,Herramientas Industriales,Taladros,2,799431,0.0,1598862,387009,824844,Contado,Ejecutivo 14
1571,2024-12-04,36,132,Llanos,Arauca,Contratista Eléctrico,Materiales de Construcción,Adhesivos,12,263395,0.05,3160740,159683,1244544,Crédito 30 días,Ejecutivo 4
1572,2024-08-27,73,113,Eje Cafetero,Pereira,Constructora,Tecnología y Seguridad,Sensores,10,439633,0.0,4396330,310505,1291280,Crédito 60 días,Ejecutivo 5
1573,2022-01-30,42,103,Caribe,Barranquilla,Comercializadora Local,Tecnología y Seguridad,Cámaras,37,734401,0.15,27172837,671771,2317310,Crédito 60 días,Ejecutivo 12
1574,2023-05-21,186,105,Pacífico,Pasto,Taller Automotriz,Tecnología y Seguridad,DVR,13,32090,0.15,417170,26803,68731,Contado,Ejecutivo 7
1575,2023-04-01,131,134,Santanderes,Bucaramanga,Constructora,Materiales de Construcción,Adhesivos,24,1130536,0.15,27132864,776221,8503560,Crédito 60 días,Ejecutivo 10
1576,2022-11-02,28,118,Caribe,Valledupar,Constructora,Tecnología y Seguridad,Sensores,25,362444,0.1,9061100,219101,3583575,Crédito 90 días,Ejecutivo 15
1577,2022-01-11,80,82,Pacífico,Pasto,Contratista Eléctrico,Repuestos Automotrices,Lubricantes,33,966890,0.15,31907370,686214,9262308,Crédito 30 días,Ejecutivo 1
1578,2022-03-24,112,102,Caribe,Sincelejo,Constructora,Tecnología y Seguridad,Cámaras,4,343872,0.05,1375488,171087,691140,Crédito 90 días,Ejecutivo 12
1579,2024-10-29,149,144,Santanderes,Barrancabermeja,Comercializadora Local,Materiales de Construcción,Tuberías,21,847707,0.0,17801847,485205,7612542,Contado,Ejecutivo 9
1580,2024-03-18,88,153,Llanos,Yopal,Constructora,Materiales de Construcción,Impermeabilizantes,29,1523910,0.0,44193390,749599,22455019,Crédito 30 días,Ejecutivo 13
1581,2022-07-20,199,76,Pacífico,Popayán,Contratista Eléctrico,Repuestos Automotrices,Frenos,3,1212770,0.15,3638310,878015,1004265,Crédito 30 días,Ejecutivo 4
1582,2022-06-20,154,146,Llanos,Villavicencio,Comercializadora Local,Materiales de Construcción,Aislantes,5,64022,0.1,320110,49305,73585,Crédito 30 días,Ejecutivo 1
1583,2024-04-12,201,68,Caribe,Valledupar,Cadena de Ferreterías,Repuestos Automotrices,Filtros,6,1304951,0.15,7829706,957392,2085354,Crédito 90 días,Ejecutivo 3
1584,2024-01-05,48,119,Llanos,Arauca,Taller Automotriz,Tecnología y Seguridad,Sensores,4,397334,0.05,1589336,317482,319408,Contado,Ejecutivo 11
1585,2022-07-05,128,42,Llanos,Arauca,Empresa Industrial,Equipos Eléctricos,Breakers,30,497309,0.0,14919270,358508,4164030,Contado,Ejecutivo 11
1586,2023-09-17,113,40,Caribe,Sincelejo,Comercializadora Local,Equipos Eléctricos,Transformadores,20,522409,0.05,10448180,399438,2459420,Contado,Ejecutivo 8
1587,2022-02-19,77,88,Llanos,Yopal,Comercializadora Local,Repuestos Automotrices,Lubricantes,34,992807,0.0,33755438,677553,10718636,Crédito 90 días,Ejecutivo 8
1588,2022-10-11,54,16,Caribe,Barranquilla,Cadena de Ferreterías,Herramientas Industriales,Llaves,23,748014,0.2,17204322,619678,2951728,Crédito 60 días,Ejecutivo 7
1589,2023-01-14,34,18,Caribe,Cartagena,Constructora,Herramientas Industriales,Sierras,29,1899667,0.0,55090343,1064314,24225237,Crédito 60 días,Ejecutivo 6
1590,2024-08-08,150,17,Santanderes,Barrancabermeja,Contratista Eléctrico,Herramientas Industriales,Sierras,39,155609,0.1,6068751,88798,2605629,Crédito 60 días,Ejecutivo 1
1591,2022-05-25,148,129,Llanos,Villavicencio,Comercializadora Local,Materiales de Construcción,Adhesivos,20,1680698,0.05,33613960,890878,15796400,Crédito 30 días,Ejecutivo 12
1592,2023-11-13,78,144,Llanos,Yopal,Comercializadora Local,Materiales de Construcción,Tuberías,19,678165,0.2,12885135,480415,3757250,Crédito 30 días,Ejecutivo 5
1593,2024-05-22,217,95,Llanos,Yopal,Contratista Eléctrico,Repuestos Automotrices,Bujías,3,803617,0.05,2410851,546614,771009,Crédito 60 días,Ejecutivo 12
1594,2023-03-01,84,97,Pacífico,Pasto,Taller Automotriz,Tecnología y Seguridad,Cámaras,27,1663277,0.0,44908479,1003605,17811144,Crédito 60 días,Ejecutivo 2
1595,2023-11-19,21,94,Llanos,Yopal,Cadena de Ferreterías,Repuestos Automotrices,Bujías,28,1468259,0.0,41111252,828387,17916416,Crédito 60 días,Ejecutivo 1
1596,2024-11-20,111,17,Pacífico,Cali,Comercializadora Local,Herramientas Industriales,Sierras,2,146964,0.15,293928,81061,131806,Crédito 90 días,Ejecutivo 11
